post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_base-colour,attribute_data:pa_base-colour,attribute_default:pa_base-colour,attribute:pa_chair-style,attribute_data:pa_chair-style,attribute_default:pa_chair-style,attribute:pa_colour,attribute_data:pa_colour,attribute_default:pa_colour,attribute:pa_drawer-options,attribute_data:pa_drawer-options,attribute_default:pa_drawer-options,attribute:pa_fabric-range,attribute_data:pa_fabric-range,attribute_default:pa_fabric-range,attribute:pa_frame-colour,attribute_data:pa_frame-colour,attribute_default:pa_frame-colour,attribute:pa_furniture-option,attribute_data:pa_furniture-option,attribute_default:pa_furniture-option,attribute:pa_guestbed,attribute_data:pa_guestbed,attribute_default:pa_guestbed,attribute:pa_headboard,attribute_data:pa_headboard,attribute_default:pa_headboard,attribute:pa_leather-type,attribute_data:pa_leather-type,attribute_default:pa_leather-type,attribute:pa_leg-colour,attribute_data:pa_leg-colour,attribute_default:pa_leg-colour,attribute:pa_mattress-firmness,attribute_data:pa_mattress-firmness,attribute_default:pa_mattress-firmness,attribute:pa_mattress-options,attribute_data:pa_mattress-options,attribute_default:pa_mattress-options,attribute:pa_no-of-chairs,attribute_data:pa_no-of-chairs,attribute_default:pa_no-of-chairs,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_sofa-options,attribute_data:pa_sofa-options,attribute_default:pa_sofa-options,attribute:pa_tent,attribute_data:pa_tent,attribute_default:pa_tent,attribute:pa_upholstry-colour,attribute_data:pa_upholstry-colour,attribute_default:pa_upholstry-colour,attribute:pa_vat-exempt,attribute_data:pa_vat-exempt,attribute_default:pa_vat-exempt
"Toronto Grey Dining Table & Four Chairs",toronto-dining-table-four-chairs,,6663,"The Toronto Dining Set combines classic Scandinavian design with tapered legs for a stylish modern feel.

The Toronto grey table is partnered with the Toronto Lunar Grey Chair creating a beautiful &amp; contemporary dining set.

Finished in a durable satin lacquer, this dining set is suitable for a wide range of decor.
<ul>
 	<li>Fininshed in a satin grey lacquer</li>
 	<li>Tapered legs</li>
 	<li>Depth of seating area - 39cm</li>
 	<li>Height of seat pad to floor - 45.5cm</li>
</ul>
<div class=""eight wide column"">
<h2>75cm D x 120cm W x 74cm H</h2>
</div>",,publish,,0,"2018-03-10 13:28:58",1,open,,,,no,no,,699.99,499.99,,,,,,,instock,no,no,,no,taxable,,1638|1639,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/TORONTO.jpg ! alt : TORONTO ! title : TORONTO ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/TORONTO2.jpg ! alt : TORONTO ! title : TORONTO2 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/TORONTO3.jpg ! alt : TORONTO ! title : TORONTO3 ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/toronto-dining-table-four-chairs/,,,,,,,,,60,,,simple,featured,"Dining > Dining Tables","Dining Table|GREY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirkwall American White Oak Extending Dining Table",kirkwall-american-white-oak-dining-table,,6751,"Designed for small space living, this compact design in solid American oak can be accommodated in even the smallest of homes. Positioned in a corner or to the side of a room it quickly opens out from 450mm to 900mm, doubling in size to provide a sturdy dining table. A stunning natural oak finish is a nice touch suited to both traditional and contemporary tastes.

Closed : W 100cm x L 45cm x H 75cm
Open : W 100cm x L 90cm x H 75cm

Over 80 Different matching dining chairs available to compliment this table.

Price is for the table only, all chairs available separately.",,publish,,0,"2018-03-10 13:53:27",1,open,,,,no,no,,499.99,399.99,,,,,,,instock,no,no,,no,taxable,,1638|1639,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/brent4.jpg ! alt : brent ! title : brent4 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/RUZEOUZGRjBFRjk4MjJEODVFMUM6MzJjOWYzZWVjYWM4N2I1NDc1OWEzZGQ4NzYyNjc0ZTM6Ojo6OjA.jpg ! alt : RUZEOUZGRjBFRjkMjJEODVFMUMMzJjOWYzZWVjYWMNINDcOWEzZGQNzYyNjcZTMOjoOjA ! title : RUZEOUZGRjBFRjk4MjJEODVFMUM6MzJjOWYzZWVjYWM4N2I1NDc1OWEzZGQ4NzYyNjc0ZTM6Ojo6OjA= ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/RUZEOUZGRjBFRjk4MjJEODVFMUM6MGY1YTZjOTE1ZTVlMmZkMjNhZTY5MGIzMWQ3YmU2ZDI6Ojo6OjA.jpg ! alt : RUZEOUZGRjBFRjkMjJEODVFMUMMGYYTZjOTEZTVlMmZkMjNhZTYMGIzMWQYmUZDIOjoOjA ! title : RUZEOUZGRjBFRjk4MjJEODVFMUM6MGY1YTZjOTE1ZTVlMmZkMjNhZTY5MGIzMWQ3YmU2ZDI6Ojo6OjA= ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/p-8031-brent-ext.jpg ! alt : p  brent ext ! title : p-8031-brent-ext ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/p-8031-brent_folding_oak_table_d.jpg ! alt : p  brent folding oak table d ! title : p-8031-brent_folding_oak_table_d ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/brent14.jpg ! alt : brent ! title : brent14 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/brent13.jpg ! alt : brent ! title : brent13 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/4_Serene-Brent-Oak-Dining-Table-Extending-16.jpg ! alt : Serene Brent Oak Dining Table Extending ! title : 4_Serene-Brent-Oak-Dining-Table-Extending-16 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/4_Serene-Brent-Oak-Dining-Table-Extending-15.jpg ! alt : Serene Brent Oak Dining Table Extending ! title : 4_Serene-Brent-Oak-Dining-Table-Extending-15 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/4_Serene-Brent-Oak-Dining-Table-Extending-13.jpg ! alt : Serene Brent Oak Dining Table Extending ! title : 4_Serene-Brent-Oak-Dining-Table-Extending-13 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/3-Serene-Brent-Oak-Dining-Set-Extending-with-2-Richmond-Orange-Steel-Chairs.jpg ! alt : Serene Brent Oak Dining Set Extending with  Richmond Orange Steel Chairs ! title : 3-Serene-Brent-Oak-Dining-Set-Extending-with-2-Richmond-Orange-Steel-Chairs ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/3-Serene-Brent-Oak-Dining-Set-Extending-with-2-Kingston-Sage-Plain-Fabric-Dining-Chairs.jpg ! alt : Serene Brent Oak Dining Set Extending with  Kingston Sage Plain Fabric Dining Chairs ! title : 3-Serene-Brent-Oak-Dining-Set-Extending-with-2-Kingston-Sage-Plain-Fabric-Dining-Chairs ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/3-Serene-Brent-Oak-Dining-Set-Extending-with-2-Kingston-Brown-Faux-Leather-Dining-Chairs.jpg ! alt : Serene Brent Oak Dining Set Extending with  Kingston Brown Faux Leather Dining Chairs ! title : 3-Serene-Brent-Oak-Dining-Set-Extending-with-2-Kingston-Brown-Faux-Leather-Dining-Chairs ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/2-Serene-Brent-Oak-Dining-Set-Extending-with-2-Kensington-Bark-Chairs.jpg ! alt : Serene Brent Oak Dining Set Extending with  Kensington Bark Chairs ! title : 2-Serene-Brent-Oak-Dining-Set-Extending-with-2-Kensington-Bark-Chairs ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/kirkwall-american-white-oak-dining-table/,,,,,,,,,,,,simple,featured,"Dining > Dining Tables","Dining Table|extending|oak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lerwick American White Oak Extending Dining Table",lerwick-american-white-oak-extending-dining-table,,6753,"This collapsing table is introduced in strong oak and oak lacquers, ideal for homes where space is a key thought. It can serenely oblige up to four people and looks awesome as well. The Lerwick table is a beautiful, space saving answer for feasting in the cutting edge home.

<b>Features:</b>

Colour: Oak
Material: Solid Oak
Comfortably accommodate up to four people
Stylish design
Space saving solution
Folding table<b>

Dimensions:</b>

W 32-150 x D 65 x H 78 cm

Over 80 Different matching dining chairs available to compliment this table.

Price is for the table only, all chairs available separately.",,publish,,0,"2018-03-10 14:24:47",1,open,,,,no,no,,699.99,499.99,,,,,,,instock,no,no,,no,taxable,,1638|1639,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/Wembley_Dining_Table10.jpg ! alt : Wembley Dining Table ! title : Wembley_Dining_Table10 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/hounslowtraditionaldiningtable_c1-1.jpg ! alt : hounslowtraditionaldiningtable c ! title : hounslowtraditionaldiningtable_c1 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/hounslowtraditionaldiningtable_c2-1.jpg ! alt : hounslowtraditionaldiningtable c ! title : hounslowtraditionaldiningtable_c2 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/hounslowtraditionaldiningtable_c3-1.jpg ! alt : hounslowtraditionaldiningtable c ! title : hounslowtraditionaldiningtable_c3 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/hounslowtraditionaldiningtable_c6-1.jpg ! alt : hounslowtraditionaldiningtable c ! title : hounslowtraditionaldiningtable_c6 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/serene-furnishings-dining-table-hounslow-oak-folding-dining-table-by-serene-furnishings-23781171344_1400x-1.jpg ! alt : serene furnishings dining table hounslow oak folding dining table by serene furnishings ! title : serene-furnishings-dining-table-hounslow-oak-folding-dining-table-by-serene-furnishings-23781171344_1400x ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/hounslowtraditionaldiningtable_marlowtraditionaldiningchairpearl_s6-1.jpg ! alt : hounslowtraditionaldiningtable marlowtraditionaldiningchairpearl s ! title : hounslowtraditionaldiningtable_marlowtraditionaldiningchairpearl_s6 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/hounslowtraditionaldiningtable_marlowtraditionaldiningchairpearl_s5-1.jpg ! alt : hounslowtraditionaldiningtable marlowtraditionaldiningchairpearl s ! title : hounslowtraditionaldiningtable_marlowtraditionaldiningchairpearl_s5 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/hounslowtraditionaldiningtable_marlowtraditionaldiningchairpearl_s3-1.jpg ! alt : hounslowtraditionaldiningtable marlowtraditionaldiningchairpearl s ! title : hounslowtraditionaldiningtable_marlowtraditionaldiningchairpearl_s3 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/Wembley_Dining_Table_1-1.jpg ! alt : Wembley Dining Table ! title : Wembley_Dining_Table_1 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/Wembley_Dining_Table11.jpg ! alt : Wembley Dining Table ! title : Wembley_Dining_Table11 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/Wembley_Dining_Table12.jpg ! alt : Wembley Dining Table ! title : Wembley_Dining_Table12 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/Wembley_Dining_Table13.jpg ! alt : Wembley Dining Table ! title : Wembley_Dining_Table13 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/Wembley_Dining_Table14.jpg ! alt : Wembley Dining Table ! title : Wembley_Dining_Table14 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/Wembley_Dining_Table15.jpg ! alt : Wembley Dining Table ! title : Wembley_Dining_Table15 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/Wembley_Dining_Table20.jpg ! alt : Wembley Dining Table ! title : Wembley_Dining_Table20 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/houns-1.jpg ! alt : houns ! title : houns ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/lerwick-american-white-oak-extending-dining-table/,,,,,,,,,,,,simple,featured,"Dining > Dining Tables","Dining Table|extending|oak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boston Glass Next of Tables",boston-glass-next-of-tables,,6778,"Amalfi is a stunning 3-piece collection of clear, modern bent glass occasional furniture. Each item is beautifully crafted from a single sheet of toughened glass, bent and moulded into a curvacious design with no joins or fixings.
<ul>
 	<li>Glass complies with BS EN 12150:2000 Clause 8 - Fragmentation</li>
 	<li>12mm Tempered Clear Glass</li>
 	<li>43cm D x 43cm W x 43cm H</li>
</ul>",,publish,,0,"2018-03-10 14:57:01",1,open,,,,no,no,,299.99,199.99,,,,,,,instock,no,no,,no,taxable,,1638|1639,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/amalfi-bent-glass-nest-of-tables.jpg ! alt : amalfi bent glass nest of tables ! title : amalfi-bent-glass-nest-of-tables ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/boston-glass-next-of-tables/,,,,,,,,,,,,simple,featured,"Lounge Furniture",Glass|Nest|table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Panama Corner Sofabed (With Storage)",panama-corner-sofabed-with-storage,,6839,"The Panama Fabric Sofa Bed is a stunning and practical addition to your home. This modern sofa easily and quickly converts into a pocket sprung and fibre filled, generously padded bed. With sleek silver metal legs and a luxurious fabric finish, this elegant sofa is a versatile, great value piece of furniture for your living room or spare room. Can be assembled with either a Left hand or Right hand Chaise and benefits from a convenient storage space under the chaise.","&nbsp;

&nbsp;",publish,,0,"2018-03-10 15:45:05",1,open,,,,no,no,,1499.99,999.99,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/kygatsby6002-01.jpg ! alt : kygatsby ! title : kygatsby6002-01 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/29287.jpg ! alt : Toronto Grey Dining Table &#038; Four Chairs ! title : 29287 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/kygatsby6004-01.jpg ! alt : kygatsby ! title : kygatsby6004-01 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/kygatsby6001-01.jpg ! alt : kygatsby ! title : kygatsby6001-01 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/03/kygatsby600.jpg ! alt : kygatsby ! title : kygatsby600 ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/panama-corner-sofabed-with-storage/,,,,,,,,,,,,simple,,"Beds > Sofabeds",corner|GREY|Sofabed,,,,,,,,Pewter|Putty,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rutland Recliner 3 Seater Sofa",rutland-recliner-suite,,7563,"The Rutland Upholstery collection is a delicious mix of quality craftsmanship, exquisite materials, sumptuous comfort and striking good looks.

Each sofa comes with reclining actions.

This versatile sofa, makes choosing a new suite to suit individual needs easy.

This will be a fabulous addition to any living space.
<ul>
 	<li>S-springs seat</li>
 	<li>Fixed cushion with pocket spring 28D foam</li>
 	<li>Manual recliner</li>
 	<li>Upholstered in soft fabric</li>
 	<li>Limited stocks remaining</li>
</ul>
<strong>Sizes:</strong>
<ul>
 	<li>3 seater W: 221 x D: 103 x H: 102cm</li>
</ul>","Sweet Dreams",publish,,0,"2019-01-16 13:39:36",1,closed,,,,no,no,,1799.99,1299.99,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Rutland-Dusk-3str.jpg ! alt : Rutland Dusk str ! title : Rutland-Dusk-3str ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/rutland-recliner-suite/,,,,,,,,1,90,,,simple,featured,"Sofas & Suites > Sofa Recliners|Sofas & Suites",recliner|sofa|suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Seater Recliner|3 Seater Recliner|Recliner Armchair",0|1|1,,,,,,,,,,
"Hawthorne Sofabed",hawthorn-sofabed,,7632,"<div>Sofa beds, great to include in your living room as a comfy place to relax as well as for when you have guests to stay round. Introducing the Hawthorne Sofa Bed, upholstered in a super sleek back faux leather, perfect for those who want an easy-cleaning sofa. Featuring an ultra-modern grid detail on the backrest and seat itself, it complements the angular and structural aesthetic of this home furnishing. Finessed with silver chrome feet, this sofa would look great in homes that have embraced modernity or monochromatic styles.</div>
<div></div>
Dimensions :
Height : 760mm
<div>Width : 1890mm
<div>Depth : 800mm</div>
</div>",Heartlands,publish,,0,"2019-01-17 13:32:19",1,closed,,,,no,no,,1999.99,1299.99,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/HAWTHORN-AA.png ! alt : HAWTHORN AA ! title : HAWTHORN AA+ ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/08/cropped_thanet_logo_sofas-01-e1534426515382.png ! alt : ThanetBedsSofas ! title : Thanet Beds 7 Sofas ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/11/Best-Seller-Transparent.png ! alt : Best Seller Transparent ! title : Best-Seller-Transparent ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/hawthorn-sofabed/,,,,,,,,1,60,,,simple,featured,"Beds > Sofabeds|Sofas & Suites",Leather|sofa|Sofabed|suite,,,,,,,,"Black Leather|Brown Leather",1|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Surf Bunkbed",surf-bunkbed,,7774,"The Suft Bunk Bed is the perfect fun design for your child's bedroom! This beautifully crafted, sturdy bed will make your child feel secure at bedtimes, as well as providing a fun space for them to use during the day. Featuring a surfboard style ladder, steering wheel and very accurate detailing to give a realistic look.
<ul>
 	<li>Surfboard style ladder</li>
 	<li>Movable steering wheel</li>
 	<li>Fun campervan design with accurate detail</li>
 	<li>Vintage green and white design matching a range of décor</li>
</ul>
<div class=""eight wide column"">
<h2>104cm D x 212cm W x 136cm H</h2>
</div>","Mattresses Sold Separately",publish,,0,"2019-01-19 11:09:12",1,open,,,,no,no,,999.99,799.99,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Surf-Bunk.jpg ! alt : Surf Bunk ! title : Surf Bunk ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Surf-Bunk2.jpg ! alt : Surf Bunk ! title : Surf Bunk2 ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/surf-bunkbed/,,,,,,,,,,,,simple,featured,"Beds > Bunkbeds|Beds > Childrens Beds","bunkbeds|childrens bed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0 Single",0|1|1,,,,,,,,,,,,,
"Roxie Midsleeper Cabin Bed - Stone White Finish",roxie-midsleeper-cabin-bed-stone-white,,7778,"<span style=""font-size: 120%;""><strong>Roxie Mid Sleeper Cabin Bed</strong></span>

Roxie is an extremely clever and practical piece of children's furniture that offers incredible functionality and great value for money.

Roxie's compact footprint is supported by a robust, solid pine framed construction and offers numerous useful features from a handy pull-out desk to ample shelving and cupboard space. Immaculately finished in a smooth stone white lacquer, Roxie comes with two choices of handle in either traditional painted wood, or a contemporary brushed steel finish.
<ul>
 	<li>Beautiful Stone White Lacquered Finish</li>
 	<li>Conforms to BS EN 747 Safety Standards</li>
 	<li>Accepts a Standard UK Single Mattress (90cm x 190cm)</li>
 	<li>Strong and Sturdy Solid Pine  Slats</li>
 	<li>Bookcase shelf dimensions - 82cm x 30cm x 32cm</li>
 	<li>Internal drawer dimensions - 82cm x 35cm x 22cm</li>
 	<li>Internal shelf dimensions - 60cm x 15cm x 34cm</li>
</ul>
<h2>101cm D x 200cm W x 111cm H</h2>","Mattress Sold Separately",publish,,0,"2019-01-19 11:17:38",1,open,,,,no,no,,699.99,499.99,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Roxie-Room.jpg ! alt : Roxie Room ! title : Roxie Room ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Roxie.jpg ! alt : Roxie ! title : Roxie ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/roxie-midsleeper-cabin-bed-stone-white/,,,,,,,,,,,,simple,,"Beds > Childrens Beds > Cabin Beds|Beds > Childrens Beds|Beds > Childrens Beds > Childrens Mid Sleepers|Beds > Wooden Beds","cabin bed|childrens bed|kids bed|mid sleeper|white",,,,,,,,,,,,,,,,,"Dove Grey|Stone White",0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blue Tent|No Tent|Pink Tent",1|1|1,,,,,,,
"Cooke Cabin Bed",roxie-midsleeper-cabin-bed-stone-white-finish-copy,,7784,"<span style=""font-size: 120%;""><strong>Cooke Cabin Bed</strong></span>

An innovative and highly functional cabin bed offering incredible versatility with three storage drawers, a cupboard, shelf and desk neatly integrated into a sharp, contemporary design.

A sleek matt finish in white and charcoal grey makes the Cooke Cabin Bed the perfect combination of style and practicality for any children's or teenager's bedroom.
<ul>
 	<li>Practical for both children and teenagers</li>
 	<li>Contains 3 drawers and a cupboard</li>
 	<li>Integrated desk</li>
 	<li>Internal drawer dimensions - 13cm x 86.8cm x 34cm</li>
 	<li>Desk top dimensions - 109cm x 40cm x 70.5cm</li>
</ul>
<h2>197cm D x 135cm W x 103cm H</h2>","Mattress Sold Separately",publish,,0,"2019-01-19 11:28:21",1,open,,,,no,no,,599.99,439.99,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Cooke2.jpg ! alt : Cooke ! title : Cooke2 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Cooke.jpg ! alt : Cooke ! title : Cooke ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/roxie-midsleeper-cabin-bed-stone-white-finish-copy/,,,,,,,,,,,,simple,,"Beds > Childrens Beds > Cabin Beds|Beds > Childrens Beds|Beds > Childrens Beds > Childrens Mid Sleepers|Beds > Wooden Beds","cabin bed|childrens bed|kids bed|mid sleeper|white",,,,,,,,,,,,,,,,,"Dove Grey|Stone White",0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blue Tent|No Tent|Pink Tent",1|1|1,,,,,,,
"Carnaby Light Oak Gateleg (Also in White & Oak)",carnaby-gateleg-light-oak-also-available-in-white-oak,,7790,"A neat and functional, space saving dining set where the chairs can be folded and stored Inside the table.

This dining set is a timeless classic that features a integrated storage drawer, perfect for small spaces with less storage.

Available in a white and natural finish or an all over light oak finish.
<ul>
 	<li>Open - 120cm W x 80cm D x 76cm H</li>
 	<li>Closed - 35cm W x 80cm D x 76cm H</li>
 	<li>Four chairs fold for storage inside the table</li>
 	<li>A great space saving alternative to a traditional dining set</li>
 	<li>Sturdy hardwood construction</li>
</ul>
<div class=""eight wide column"">
<h2>75cm D x 120cm W x 74cm H</h2>
</div>",,publish,,0,"2019-01-19 12:25:22",1,open,,,,no,no,,499.99,399.99,,,,,,,instock,no,no,,no,taxable,,1638|1639,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Carnaby-Oak.jpg ! alt : Carnaby Oak ! title : Carnaby Oak ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Carnaby-White.jpg ! alt : Carnaby White ! title : Carnaby White ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/carnaby-gateleg-light-oak-also-available-in-white-oak/,,,,,,,,,,,,simple,,"Dining|Dining > Dining Tables","Dining Table|extending|Gateleg|oak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carnaby White & Oak Gateleg (Also in Light Oak)",carnaby-white-oak-gateleg-also-in-light-oak,,7800,"A neat and functional, space saving dining set where the chairs can be folded and stored Inside the table.

This dining set is a timeless classic that features a integrated storage drawer, perfect for small spaces with less storage.

Available in a white and natural finish or an all over light oak finish.
<ul>
 	<li>Open - 120cm W x 80cm D x 76cm H</li>
 	<li>Closed - 35cm W x 80cm D x 76cm H</li>
 	<li>Four chairs fold for storage inside the table</li>
 	<li>A great space saving alternative to a traditional dining set</li>
 	<li>Sturdy hardwood construction</li>
</ul>
<div class=""eight wide column"">
<h2>75cm D x 120cm W x 74cm H</h2>
</div>",,publish,,0,"2019-01-19 13:02:50",1,open,,,,no,no,,499.99,399.99,,,,,,,instock,no,no,,no,taxable,,1638|1639,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Carnaby-White.jpg ! alt : Carnaby White ! title : Carnaby White ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Carnaby-Oak.jpg ! alt : Carnaby Oak ! title : Carnaby Oak ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/carnaby-white-oak-gateleg-also-in-light-oak/,,,,,,,,,,,,simple,,"Dining|Dining > Dining Tables","Dining Table|extending|Gateleg|oak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
